Depth,First arrival time (1-2),First arrival time (2-3),First arrival time (3-4),First arrival time (4-1),First arrival time (1-3),First arrival time (2-4)
-16.29,100,140,106,145,125,111
-16.3,100,139,106,145,125,111
-16.31,100,139,105,144,125,111
-16.32,100,139,105,144,125,110
-16.33,100,139,105,143,125,110
-16.34,100,139,104,143,125,110
-16.35,100,139,104,143,125,110
-16.36,100,139,104,142,125,109
-16.37,101,139,104,142,126,109
-16.38,101,139,104,142,126,109
-16.39,101,139,104,142,126,109
-16.4,101,139,103,142,126,108
-16.41,101,139,103,143,125,108
-16.42,101,139,103,143,125,107
-16.43,101,139,103,144,124,107
-16.44,101,139,103,144,123,107
-16.45,101,139,103,145,123,107
-16.46,101,139,103,146,121,106
-16.47,100,139,102,147,120,106
-16.48,100,139,102,147,120,106
-16.49,100,139,102,148,119,106
-16.5,100,139,102,148,119,106
-16.51,100,139,102,148,119,105
-16.52,100,139,102,149,120,105
-16.53,100,139,102,149,120,105
-16.54,100,139,102,149,121,105
-16.55,100,140,102,149,122,105
-16.56,100,140,101,149,123,106
-16.57,100,140,101,148,123,106
-16.58,100,140,101,147,124,106
-16.59,100,140,101,147,125,106
-16.6,100,140,101,146,125,106
-16.61,100,140,101,145,126,106
-16.62,100,140,101,144,126,106
-16.63,100,141,101,143,126,106
-16.64,100,141,101,143,127,107
-16.65,100,141,101,142,127,107
-16.66,100,141,102,142,124,107
-16.67,100,142,102,142,124,107
-16.68,100,141,101,142,123,107
-16.69,100,141,101,141,122,107
-16.7,100,141,101,141,126,107
-16.71,100,141,101,141,125,107
-16.72,100,141,101,142,123,108
-16.73,100,141,101,142,121,108
-16.74,100,141,101,143,121,108
-16.75,100,140,101,144,120,108
-16.76,100,140,102,144,120,108
-16.77,100,140,102,145,121,108
-16.78,100,139,103,145,121,108
-16.79,100,139,103,146,121,108
-16.8,100,139,103,146,122,108
-16.81,100,138,105,146,122,107
-16.82,100,138,105,146,123,107
-16.83,100,138,106,146,123,107
-16.84,100,137,106,145,123,107
-16.85,100,137,107,144,124,106
-16.86,100,137,107,143,124,107
-16.87,100,136,106,143,124,107
-16.88,100,136,106,142,125,107
-16.89,100,136,106,141,125,107
-16.9,100,135,106,140,125,107
-16.91,100,135,106,140,125,107
-16.92,100,135,106,140,126,107
-16.93,100,135,106,139,126,107
-16.94,100,135,106,139,126,107
-16.95,100,135,107,139,125,107
-16.96,100,135,107,140,125,107
-16.97,100,135,107,141,124,107
-16.98,100,135,107,142,123,107
-16.99,100,135,107,144,123,108
-17,100,135,108,145,122,108
-17.01,100,135,108,145,118,108
-17.02,100,136,109,146,117,108
-17.03,100,136,109,146,117,108
-17.04,100,137,109,146,116,108
-17.05,100,137,109,147,116,107
-17.06,100,137,110,147,116,107
-17.07,100,137,110,148,116,107
-17.08,100,138,110,148,116,107
-17.09,100,138,110,147,117,107
-17.1,100,138,111,148,117,107
-17.11,100,138,111,148,116,107
-17.12,100,137,111,148,117,107
-17.13,100,137,111,148,117,107
-17.14,100,137,111,147,118,107
-17.15,100,138,111,147,118,107
-17.16,100,138,111,146,118,107
-17.17,100,138,111,144,118,106
-17.18,100,138,111,143,118,106
-17.19,100,138,111,142,119,106
-17.2,100,139,111,141,119,106
-17.21,100,139,111,139,119,107
-17.22,100,140,111,138,119,107
-17.23,100,140,111,138,119,107
-17.24,100,140,111,138,119,107
-17.25,100,141,111,139,121,107
-17.26,100,141,111,140,120,107
-17.27,100,142,111,141,120,107
-17.28,100,142,111,141,120,107
-17.29,100,142,111,142,120,107
-17.3,100,142,111,142,120,107
-17.31,100,142,111,143,120,107
-17.32,100,142,112,143,120,107
-17.33,100,142,112,144,120,108
-17.34,100,142,112,144,120,108
-17.35,100,142,112,144,120,108
-17.36,100,142,112,144,120,108
-17.37,100,141,112,145,119,108
-17.38,100,141,112,144,119,109
-17.39,100,141,112,144,119,108
-17.4,100,141,112,143,120,108
-17.41,100,141,113,142,120,108
-17.42,100,141,113,141,120,108
-17.43,100,141,113,140,120,108
-17.44,100,141,115,139,120,108
-17.45,100,140,116,138,120,108
-17.46,100,140,116,137,120,108
-17.47,100,140,116,136,121,108
-17.48,100,140,116,136,121,108
-17.49,100,140,116,137,121,108
-17.5,101,140,116,138,121,108
-17.51,101,140,116,139,121,108
-17.52,102,140,116,140,121,108
-17.53,102,140,113,140,121,108
-17.54,103,140,113,141,121,108
-17.55,103,140,112,141,121,109
-17.56,103,140,115,141,121,109
-17.57,103,139,112,142,121,109
-17.58,103,139,111,142,120,109
-17.59,103,139,111,142,120,110
-17.6,103,139,111,142,120,110
-17.61,103,139,110,142,120,110
-17.62,102,139,110,141,120,110
-17.63,102,139,110,141,120,111
-17.64,101,139,110,140,121,111
-17.65,101,139,110,140,124,111
-17.66,101,138,113,139,124,111
-17.67,101,138,113,139,124,111
-17.68,100,138,113,139,124,111
-17.69,100,138,112,139,124,110
-17.7,100,139,112,139,123,110
-17.71,100,139,111,140,123,110
-17.72,100,139,111,141,123,110
-17.73,100,139,111,142,123,110
-17.74,100,139,110,143,123,110
-17.75,100,139,110,143,123,110
-17.76,100,139,109,144,122,110
-17.77,100,140,109,145,122,110
-17.78,100,140,108,145,121,110
-17.79,101,140,108,145,121,110
-17.8,101,140,108,146,120,109
-17.81,101,140,107,145,120,109
-17.82,101,140,107,145,119,109
-17.83,101,140,107,145,119,109
-17.84,101,140,107,144,119,109
-17.85,101,140,106,144,119,109
-17.86,101,139,106,143,119,109
-17.87,101,139,106,143,119,109
-17.88,101,140,106,142,119,109
-17.89,101,140,106,142,119,108
-17.9,101,140,105,141,119,108
-17.91,101,140,105,141,119,108
-17.92,100,140,105,141,119,108
-17.93,100,140,105,142,119,107
-17.94,100,141,105,142,120,107
-17.95,100,141,105,144,120,107
-17.96,100,141,105,146,120,107
-17.97,100,141,105,147,117,107
-17.98,100,141,105,148,121,107
-17.99,100,141,105,148,117,107
-18,100,141,105,148,117,107
-18.01,100,141,105,149,117,107
-18.02,101,141,106,149,117,107
-18.03,101,141,106,149,117,107
-18.04,101,141,106,148,117,106
-18.05,102,141,106,147,118,106
-18.06,102,141,106,146,118,106
-18.07,103,141,106,145,118,106
-18.08,103,141,107,144,118,106
-18.09,103,141,107,143,118,106
-18.1,104,141,107,143,118,106
-18.11,104,141,108,142,118,106
-18.12,104,141,108,141,118,106
-18.13,104,141,109,141,118,106
-18.14,104,141,110,141,118,106
-18.15,104,141,110,142,118,106
-18.16,104,141,111,143,118,106
-18.17,104,141,111,144,118,106
-18.18,103,142,112,145,117,106
-18.19,103,142,113,145,117,106
-18.2,102,142,113,145,117,106
-18.21,102,142,113,146,117,106
-18.22,102,142,114,145,117,107
-18.23,101,141,114,144,117,106
-18.24,101,141,115,144,118,106
-18.25,101,141,115,143,118,107
-18.26,101,141,115,142,118,107
-18.27,101,141,115,141,118,107
-18.28,102,141,115,140,119,107
-18.29,102,142,115,139,119,107
-18.3,101,142,116,138,119,107
-18.31,101,142,116,138,120,107
-18.32,101,142,116,137,120,107
-18.33,101,142,116,136,120,107
-18.34,101,142,116,136,120,107
-18.35,102,142,114,135,120,107
-18.36,102,142,114,135,119,107
-18.37,102,142,114,135,119,107
-18.38,102,142,114,135,119,107
-18.39,102,143,114,135,118,107
-18.4,103,143,114,136,118,107
-18.41,103,143,114,136,117,107
-18.42,103,143,114,137,116,107
-18.43,103,143,114,137,116,107
-18.44,103,143,114,138,115,107
-18.45,103,144,114,138,115,107
-18.46,102,144,114,138,115,107
-18.47,101,144,114,139,114,107
-18.48,101,145,115,139,114,107
-18.49,101,145,115,139,114,107
-18.5,101,145,115,140,113,107
-18.51,100,145,115,140,113,107
-18.52,100,145,115,140,113,107
-18.53,100,146,119,139,113,108
-18.54,100,146,119,139,113,108
-18.55,101,146,119,138,114,108
-18.56,101,146,119,138,114,109
-18.57,101,146,119,137,114,109
-18.58,101,145,119,137,114,109
-18.59,102,144,119,136,115,109
-18.6,102,144,119,136,115,110
-18.61,103,143,119,136,116,110
-18.62,104,143,118,136,116,110
-18.63,104,143,119,136,117,110
-18.64,104,142,116,137,117,110
-18.65,104,142,115,137,117,110
-18.66,104,142,115,138,117,110
-18.67,104,142,115,138,117,110
-18.68,104,141,115,139,117,110
-18.69,104,141,115,140,117,110
-18.7,104,141,115,140,117,109
-18.71,104,141,115,141,117,109
-18.72,104,140,115,141,117,109
-18.73,104,140,114,142,116,108
-18.74,104,140,114,142,116,108
-18.75,104,140,114,142,115,108
-18.76,104,139,114,142,115,107
-18.77,104,139,114,142,115,107
-18.78,104,139,114,142,114,107
-18.79,104,139,114,142,114,107
-18.8,104,139,114,141,114,107
-18.81,105,139,114,140,114,107
-18.82,105,139,114,140,114,107
-18.83,105,138,114,139,114,107
-18.84,105,138,114,139,114,107
-18.85,105,138,114,139,114,107
-18.86,106,138,114,138,114,107
-18.87,106,138,115,138,114,107
-18.88,106,138,115,138,114,107
-18.89,106,138,115,138,114,107
-18.9,106,139,115,139,117,107
-18.91,106,139,115,140,119,107
-18.92,106,139,115,142,123,107
-18.93,106,139,115,143,133,108
-18.94,106,140,115,143,131,108
-18.95,107,140,116,144,132,108
-18.96,107,141,116,145,121,108
-18.97,107,141,116,146,120,108
-18.98,107,141,117,148,115,108
-18.99,106,141,117,150,114,109
-19,106,140,118,150,114,109
-19.01,105,140,118,149,114,109
-19.02,105,140,119,148,114,109
-19.03,105,140,122,147,114,109
-19.04,105,140,122,145,114,109
-19.05,106,141,121,144,114,109
-19.06,107,142,121,143,115,109
-19.07,110,142,120,141,115,109
-19.08,120,142,120,140,116,109
-19.09,121,141,117,140,117,109
-19.1,118,140,116,140,117,110
-19.11,109,139,115,140,117,110
-19.12,108,138,115,141,117,110
-19.13,107,138,115,143,116,110
-19.14,107,138,115,145,115,110
-19.15,106,138,114,145,115,109
-19.16,106,138,114,145,115,108
-19.17,106,138,114,146,114,108
-19.18,106,138,114,146,115,108
-19.19,106,138,114,146,114,107
-19.2,107,138,114,147,114,107
-19.21,107,138,113,147,114,107
-19.22,107,138,113,146,114,107
-19.23,107,138,113,145,114,107
-19.24,107,138,113,143,114,107
-19.25,106,138,113,142,114,107
-19.26,107,138,113,141,115,107
-19.27,107,138,113,139,115,107
-19.28,107,138,113,141,115,107
-19.29,106,138,114,142,115,107
-19.3,106,138,114,142,116,107
-19.31,106,138,114,143,116,107
-19.32,106,138,114,144,116,107
-19.33,106,137,114,144,116,107
-19.34,106,138,114,144,117,107
-19.35,106,138,114,143,120,107
-19.36,106,138,114,142,120,107
-19.37,106,138,114,141,120,107
-19.38,107,138,114,140,121,107
-19.39,107,138,113,139,120,107
-19.4,107,138,113,138,116,108
-19.41,107,138,113,138,115,108
-19.42,107,138,113,137,115,108
-19.43,107,138,113,136,115,108
-19.44,107,138,112,136,115,108
-19.45,107,138,112,136,114,108
-19.46,107,138,112,137,114,108
-19.47,107,138,112,138,114,108
-19.48,107,138,111,139,113,108
-19.49,107,138,111,139,114,108
-19.5,107,139,112,140,113,108
-19.51,106,139,115,140,113,108
-19.52,106,140,115,141,113,108
-19.53,105,140,116,141,113,108
-19.54,105,141,116,141,113,107
-19.55,104,141,109,142,114,106
-19.56,104,142,109,142,115,106
-19.57,104,142,108,142,115,106
-19.58,104,143,108,142,115,105
-19.59,104,143,108,143,115,104
-19.6,104,143,109,143,114,104
-19.61,103,142,109,143,115,103
-19.62,103,142,110,142,115,103
-19.63,103,141,110,142,115,102
-19.64,103,141,110,141,120,102
-19.65,104,140,109,140,120,102
-19.66,104,140,109,139,119,101
-19.67,105,140,109,139,118,101
-19.68,105,141,109,138,118,101
-19.69,106,141,110,136,118,101
-19.7,106,141,110,137,119,101
-19.71,107,140,111,139,119,101
-19.72,107,139,111,140,120,101
-19.73,107,138,112,141,120,101
-19.74,107,138,113,142,120,102
-19.75,106,138,114,143,120,102
-19.76,106,138,120,143,118,102
-19.77,105,138,121,144,117,102
-19.78,105,138,118,144,117,101
-19.79,105,139,118,144,116,101
-19.8,105,139,118,143,116,102
-19.81,105,140,117,143,116,102
-19.82,104,140,118,143,113,103
-19.83,104,140,118,142,113,104
-19.84,104,141,118,142,113,105
-19.85,104,141,118,142,113,106
-19.86,104,141,118,141,113,106
-19.87,104,142,117,141,113,107
-19.88,104,142,117,140,113,108
-19.89,104,142,117,140,113,108
-19.9,104,142,117,140,114,108
-19.91,104,142,117,140,114,108
-19.92,104,142,116,141,114,108
-19.93,104,143,116,141,114,108
-19.94,104,143,116,142,115,109
-19.95,104,143,116,143,114,109
-19.96,104,143,116,144,114,109
-19.97,104,143,116,145,114,109
-19.98,104,143,115,145,114,109
-19.99,104,143,115,146,114,109
-20,104,143,115,146,114,109
-20.01,103,143,115,147,114,109
-20.02,103,142,115,147,113,109
-20.03,103,142,115,147,114,109
-20.04,103,142,115,147,119,109
-20.05,103,142,115,147,131,109
-20.06,103,142,114,147,135,109
-20.07,103,142,114,146,128,109
-20.08,103,142,114,146,131,109
-20.09,103,142,115,146,143,109
-20.1,103,142,119,145,143,109
-20.11,103,141,121,146,144,109
-20.12,103,141,123,147,144,109
-20.13,102,141,138,147,120,109
-20.14,102,140,123,153,113,109
-20.15,102,140,123,155,112,109
-20.16,102,140,122,158,112,109
-20.17,103,140,121,171,112,109
-20.18,104,139,119,174,113,109
-20.19,106,139,118,171,113,110
-20.2,108,139,113,169,114,110
-20.21,121,140,112,168,114,111
-20.22,113,140,112,165,114,116
-20.23,113,139,111,154,114,117
-20.24,113,139,111,153,114,116
-20.25,118,139,111,151,114,115
-20.26,108,139,110,150,114,115
-20.27,106,139,110,146,114,114
-20.28,105,139,110,146,114,114
-20.29,104,139,110,146,114,113
-20.3,104,140,110,146,114,113
-20.31,104,140,110,147,114,112
-20.32,105,140,114,147,114,110
-20.33,105,140,114,148,114,109
-20.34,104,140,114,148,114,109
-20.35,104,140,114,148,115,109
-20.36,104,141,114,148,115,109
-20.37,104,141,114,148,115,109
-20.38,103,141,114,147,115,110
-20.39,103,141,114,146,115,110
-20.4,102,141,115,145,116,109
-20.41,102,141,115,144,116,109
-20.42,102,142,116,143,116,109
-20.43,101,142,116,143,116,109
-20.44,101,143,117,142,116,109
-20.45,100,144,117,142,116,109
-20.46,100,144,118,142,116,109
-20.47,100,145,118,142,116,108
-20.48,100,145,119,143,116,108
-20.49,100,145,120,144,116,108
-20.5,100,146,121,144,116,108
-20.51,100,146,121,144,116,108
-20.52,100,146,122,145,116,108
-20.53,100,146,121,145,116,107
-20.54,100,146,121,144,116,107
-20.55,100,146,121,143,116,107
-20.56,100,145,120,143,116,107
-20.57,100,145,120,143,116,107
-20.58,100,145,119,143,116,107
-20.59,100,145,119,142,116,107
-20.6,101,145,119,142,116,107
-20.61,101,145,119,142,116,107
-20.62,101,144,118,141,116,107
-20.63,101,144,118,141,116,107
-20.64,101,143,117,140,116,107
-20.65,101,142,117,140,116,107
-20.66,101,141,116,139,117,108
-20.67,100,141,116,139,118,108
-20.68,100,140,116,139,118,108
-20.69,100,140,115,138,126,108
-20.7,100,140,115,138,117,109
-20.71,100,139,112,138,116,109
-20.72,100,139,111,139,116,109
-20.73,100,139,110,140,116,109
-20.74,100,139,109,141,115,110
-20.75,100,139,109,142,115,110
-20.76,100,138,109,143,115,110
-20.77,100,139,111,143,115,110
-20.78,100,139,110,144,115,109
-20.79,100,139,108,144,115,109
-20.8,100,139,106,144,114,109
-20.81,100,140,105,144,114,109
-20.82,100,140,104,145,114,109
-20.83,100,140,103,145,114,109
-20.84,100,140,103,145,114,109
-20.85,100,140,102,145,114,109
-20.86,100,141,101,144,113,109
-20.87,100,141,101,143,113,109
-20.88,100,141,100,143,112,109
-20.89,100,141,100,142,112,109
-20.9,100,141,101,141,112,109
-20.91,100,141,101,141,112,109
-20.92,100,141,101,140,112,109
-20.93,100,141,101,140,112,109
-20.94,100,141,101,140,112,109
-20.95,100,141,102,140,112,109
-20.96,100,141,102,140,112,109
-20.97,100,142,102,140,112,110
-20.98,100,143,102,140,113,110
-20.99,100,143,103,140,113,110
-21,100,143,103,141,113,110
-21.01,100,144,102,141,113,111
-21.02,100,144,102,142,113,111
-21.03,100,144,102,142,113,111
-21.04,100,145,102,142,113,111
-21.05,100,145,102,143,113,111
-21.06,100,145,102,143,113,112
-21.07,100,146,102,143,113,112
-21.08,100,146,102,143,113,112
-21.09,101,146,102,143,113,112
-21.1,101,146,102,143,114,112
-21.11,101,146,102,142,114,112
-21.12,101,145,103,142,114,112
-21.13,101,145,103,141,114,112
-21.14,101,144,104,140,114,113
-21.15,100,144,105,140,113,113
-21.16,100,143,106,139,113,113
-21.17,100,143,108,139,113,113
-21.18,100,143,109,139,113,113
-21.19,100,142,110,139,113,113
-21.2,100,142,111,139,113,114
-21.21,100,142,111,140,113,115
-21.22,100,142,111,140,113,115
-21.23,100,142,112,140,113,115
-21.24,100,142,112,141,114,115
-21.25,100,142,112,142,114,115
-21.26,100,142,112,143,114,115
-21.27,100,142,112,144,114,114
-21.28,100,142,112,145,114,113
-21.29,100,142,112,145,114,113
-21.3,100,142,112,145,114,112
-21.31,100,142,112,145,114,112
-21.32,100,142,112,144,114,111
-21.33,100,143,113,143,115,110
-21.34,100,143,113,143,115,110
-21.35,100,143,113,142,115,110
-21.36,100,143,113,142,115,110
-21.37,100,144,113,142,115,109
-21.38,100,144,113,142,115,109
-21.39,100,144,113,142,114,109
-21.4,100,144,113,141,114,109
-21.41,100,144,113,141,114,110
-21.42,100,144,114,142,114,110
-21.43,100,145,114,142,115,110
-21.44,100,145,114,142,115,110
-21.45,100,145,114,143,115,111
-21.46,100,145,114,142,115,111
-21.47,100,145,114,142,115,112
-21.48,100,146,115,142,115,112
-21.49,100,146,115,142,115,113
-21.5,100,147,116,142,115,113
-21.51,100,147,116,142,115,113
-21.52,100,147,116,142,115,114
-21.53,100,147,116,142,115,114
-21.54,100,147,117,142,115,114
-21.55,100,147,117,142,115,115
-21.56,100,147,117,142,115,115
-21.57,100,147,117,142,115,116
-21.58,100,147,117,142,114,116
-21.59,100,147,117,143,114,117
-21.6,100,147,117,143,114,117
-21.61,100,146,117,143,114,117
-21.62,100,146,116,144,114,117
-21.63,100,146,115,144,114,117
-21.64,100,145,114,145,113,116
-21.65,100,145,113,144,113,116
-21.66,100,145,112,144,114,115
-21.67,100,144,112,144,114,115
-21.68,100,144,113,144,114,114
-21.69,100,143,114,144,114,114
-21.7,100,143,114,144,114,114
-21.71,100,143,114,141,114,114
-21.72,101,142,114,142,114,113
-21.73,101,142,115,143,114,113
-21.74,101,142,115,144,114,113
-21.75,101,141,115,144,114,113
-21.76,102,141,115,144,114,112
-21.77,102,141,115,144,114,112
-21.78,102,141,115,144,114,112
-21.79,102,140,115,143,114,112
-21.8,101,140,115,142,114,112
-21.81,101,141,115,142,114,112
-21.82,101,141,115,142,114,112
-21.83,101,141,115,142,114,112
-21.84,101,142,115,142,114,111
-21.85,101,142,115,143,114,111
-21.86,102,142,115,144,114,111
-21.87,104,142,115,145,114,111
-21.88,105,142,115,146,114,111
-21.89,105,143,115,146,114,111
-21.9,105,143,115,147,114,111
-21.91,106,143,115,146,114,110
-21.92,106,143,115,146,114,110
-21.93,106,144,115,146,114,110
-21.94,106,144,115,145,114,109
-21.95,106,144,115,145,115,109
-21.96,106,144,115,144,115,109
-21.97,106,144,115,144,115,109
-21.98,105,144,115,144,115,109
-21.99,106,144,114,144,115,109
-22,106,144,114,145,115,110
-22.01,106,144,114,145,115,110
-22.02,107,144,115,161,115,110
-22.03,107,144,115,156,115,110
-22.04,107,144,115,150,115,110
-22.05,108,144,116,146,115,110
-22.06,108,144,117,145,115,110
-22.07,108,144,118,144,115,110
-22.08,108,144,118,145,115,111
-22.09,108,144,118,145,115,111
-22.1,108,144,118,145,115,111
-22.11,108,144,119,145,115,111
-22.12,108,144,119,146,115,111
-22.13,109,143,119,146,115,111
-22.14,109,143,119,146,115,111
-22.15,109,143,119,146,115,111
-22.16,109,143,119,146,115,112
-22.17,109,142,120,147,115,112
-22.18,110,142,120,147,115,112
-22.19,110,142,121,147,115,112
-22.2,110,142,121,147,114,112
-22.21,110,141,121,146,115,112
-22.22,110,141,121,146,115,112
-22.23,110,141,120,146,115,112
-22.24,110,141,120,146,115,112
-22.25,109,141,120,145,116,112
-22.26,109,141,120,145,116,113
-22.27,109,141,120,145,117,113
-22.28,108,141,120,145,117,113
-22.29,108,140,120,145,117,113
-22.3,108,140,120,145,117,113
-22.31,108,140,120,145,117,112
-22.32,108,140,121,145,117,112
-22.33,108,140,120,146,117,112
-22.34,108,140,120,146,117,111
-22.35,108,140,120,146,118,111
-22.36,108,140,120,147,121,110
-22.37,108,140,120,147,118,110
-22.38,108,140,120,148,118,110
-22.39,108,140,119,148,117,109
-22.4,108,140,119,149,117,109
-22.41,107,140,119,149,117,109
-22.42,107,140,119,149,117,108
-22.43,107,140,119,149,116,108
-22.44,107,140,119,149,116,108
-22.45,106,140,119,149,116,108
-22.46,106,140,119,149,116,107
-22.47,106,140,119,148,116,107
-22.48,106,140,118,148,116,107
-22.49,105,141,118,148,116,107
-22.5,105,141,118,148,116,107
-22.51,105,141,118,147,116,107
-22.52,105,142,118,147,116,107
-22.53,105,142,118,147,116,107
-22.54,105,142,118,146,116,107
-22.55,106,141,118,146,116,107
-22.56,106,140,118,146,116,107
-22.57,106,139,117,146,115,107
-22.58,106,140,117,145,115,107
-22.59,106,140,117,145,115,107
-22.6,107,140,116,145,115,107
-22.61,107,140,116,145,115,107
-22.62,107,140,115,145,115,107
-22.63,106,140,115,146,114,107
-22.64,106,140,114,146,114,107
-22.65,106,140,114,147,114,107
-22.66,106,140,114,147,114,107
-22.67,107,140,113,147,115,107
-22.68,107,140,113,147,115,108
-22.69,107,140,112,147,115,108
-22.7,107,140,112,147,115,108
-22.71,108,140,111,147,115,108
-22.72,108,139,111,146,117,108
-22.73,108,139,110,145,117,108
-22.74,108,139,109,144,116,108
-22.75,107,139,108,143,116,108
-22.76,107,140,107,142,116,108
-22.77,107,140,107,143,116,108
-22.78,107,140,106,143,116,108
-22.79,107,140,105,144,116,108
-22.8,107,140,105,144,117,108
-22.81,107,140,105,145,117,108
-22.82,107,140,104,145,118,108
-22.83,107,141,103,145,118,108
-22.84,106,141,103,146,118,108
-22.85,106,142,103,146,118,108
-22.86,106,143,102,146,118,108
-22.87,106,144,102,146,118,108
-22.88,106,145,102,146,118,107
-22.89,106,145,102,146,117,107
-22.9,106,145,102,147,117,107
-22.91,106,145,102,146,117,107
-22.92,106,146,102,146,117,107
-22.93,106,146,103,145,116,107
-22.94,105,146,103,145,116,107
-22.95,105,146,104,145,116,106
-22.96,105,146,104,145,116,106
-22.97,105,146,105,145,115,106
-22.98,105,146,107,144,115,106
-22.99,105,146,108,144,115,106
-23,105,146,109,144,116,106
-23.01,105,146,110,144,116,106
-23.02,105,145,111,144,117,106
-23.03,105,145,112,144,117,106
-23.04,105,145,113,144,118,106
-23.05,105,144,113,145,118,106
-23.06,105,144,113,145,118,107
-23.07,105,144,113,145,118,107
-23.08,105,143,113,145,119,107
-23.09,105,143,113,145,119,107
-23.1,105,143,113,146,120,107
-23.11,105,143,113,146,120,108
-23.12,105,143,113,146,119,108
-23.13,105,143,113,146,119,108
-23.14,105,143,113,146,119,108
-23.15,105,143,112,146,119,108
-23.16,104,144,112,146,118,108
-23.17,104,144,112,146,118,108
-23.18,104,144,111,146,118,108
-23.19,104,144,111,146,118,108
-23.2,104,145,111,146,118,108
-23.21,103,145,111,146,118,108
-23.22,103,145,111,146,118,108
-23.23,102,145,111,145,118,108
-23.24,102,145,111,145,119,108
-23.25,102,145,111,145,119,107
-23.26,102,145,112,145,119,107
-23.27,102,145,112,145,120,106
-23.28,101,145,112,145,120,106
-23.29,101,144,112,145,120,105
-23.3,101,144,112,146,121,105
-23.31,101,144,112,146,121,104
-23.32,101,144,112,146,121,104
-23.33,101,144,112,147,121,104
-23.34,101,144,112,147,121,103
-23.35,101,144,112,148,121,103
-23.36,101,145,112,148,120,103
-23.37,101,145,113,148,120,103
-23.38,101,146,113,149,119,103
-23.39,101,146,113,149,119,103
-23.4,102,146,113,149,119,103
-23.41,102,146,113,149,119,103
-23.42,102,146,113,149,119,103
-23.43,103,146,114,149,119,103
-23.44,103,146,113,149,119,103
-23.45,103,146,113,149,119,103
-23.46,103,146,108,149,119,104
-23.47,103,145,109,149,119,104
-23.48,103,145,109,149,119,105
-23.49,103,145,109,149,120,105
-23.5,103,145,109,150,120,105
-23.51,103,144,109,150,120,105
-23.52,103,144,109,149,120,105
-23.53,102,144,108,149,120,105
-23.54,102,144,108,149,120,105
-23.55,102,144,108,149,120,104
-23.56,102,144,108,149,120,104
-23.57,102,144,108,149,120,104
-23.58,102,145,109,149,119,104
-23.59,102,145,109,150,119,104
-23.6,102,145,113,150,118,104
-23.61,102,145,112,150,118,104
-23.62,102,145,112,149,117,105
-23.63,102,145,111,149,117,105
-23.64,102,145,111,149,117,105
-23.65,102,145,110,149,117,105
-23.66,103,144,110,149,116,105
-23.67,103,144,110,149,116,104
-23.68,104,144,111,149,115,105
-23.69,104,144,110,149,116,105
-23.7,104,144,110,148,116,105
-23.71,104,144,110,148,116,105
-23.72,104,143,111,148,116,105
-23.73,105,143,111,147,117,105
-23.74,105,143,111,147,117,104
-23.75,105,143,111,147,117,104
-23.76,105,143,111,148,118,104
-23.77,105,143,111,148,118,104
-23.78,105,143,111,148,119,104
-23.79,105,143,108,147,118,104
-23.8,105,143,108,146,119,104
-23.81,105,143,108,145,130,104
-23.82,105,142,109,145,131,104
-23.83,104,143,110,144,127,104
-23.84,104,143,110,144,121,103
-23.85,104,144,115,143,121,103
-23.86,103,144,115,143,120,103
-23.87,103,144,115,143,120,103
-23.88,103,145,115,143,120,103
-23.89,103,145,115,143,120,103
-23.9,102,145,115,143,121,103
-23.91,102,145,114,143,122,104
-23.92,101,145,114,143,122,104
-23.93,101,146,113,143,123,104
-23.94,101,146,112,143,123,104
-23.95,100,146,111,143,124,105
-23.96,100,146,110,143,125,105
-23.97,100,146,109,144,126,105
-23.98,100,146,110,144,122,106
-23.99,100,146,110,141,121,106
-24,100,145,110,141,121,106
-24.01,100,145,110,141,121,106
-24.02,100,145,110,141,121,106
-24.03,100,145,109,140,120,107
-24.04,100,145,108,140,120,107
-24.05,100,145,108,140,120,107
-24.06,101,145,107,141,120,107
-24.07,101,146,107,141,120,107
-24.08,101,146,106,141,120,107
-24.09,101,146,106,141,120,107
-24.1,101,146,106,141,120,107
-24.11,102,146,105,141,120,107
-24.12,102,146,105,142,120,107
-24.13,102,146,105,142,120,107
-24.14,102,146,105,143,120,107
-24.15,102,146,105,143,120,107
-24.16,102,145,105,145,120,106
-24.17,102,145,105,148,120,106
-24.18,102,144,105,146,120,106
-24.19,102,143,105,146,120,106
-24.2,102,143,105,145,120,106
-24.21,101,143,105,145,120,106
-24.22,101,143,105,145,120,106
-24.23,101,143,105,145,120,106
-24.24,101,143,106,146,120,106
-24.25,101,142,106,146,120,106
-24.26,100,142,106,146,120,106
-24.27,100,142,106,145,120,106
-24.28,100,142,107,144,119,106
-24.29,100,142,107,144,119,105
-24.3,100,143,107,143,123,105
-24.31,100,143,107,143,123,105
-24.32,100,142,107,142,122,105
-24.33,100,141,107,142,122,105
-24.34,100,141,107,142,122,105
-24.35,100,140,107,141,122,105
-24.36,100,140,108,141,122,105
-24.37,100,139,108,141,121,105
-24.38,100,139,108,141,121,105
-24.39,100,139,108,141,117,106
-24.4,100,139,108,141,116,106
-24.41,100,139,108,141,117,106
-24.42,100,139,108,141,117,106
-24.43,100,139,108,142,117,107
-24.44,100,139,108,143,117,107
-24.45,100,139,108,146,118,107
-24.46,100,139,108,147,118,107
-24.47,100,140,108,147,118,107
-24.48,100,140,109,148,119,107
