Depth,First arrival time (1-2),First arrival time (2-3),First arrival time (3-4),First arrival time (4-1),First arrival time (1-3),First arrival time (2-4)
-8.09,118,147,103,144,132,104
-8.1,119,148,103,143,133,104
-8.11,136,148,103,142,127,104
-8.12,123,149,103,143,127,104
-8.13,125,150,104,142,128,105
-8.14,129,152,104,142,129,106
-8.15,136,153,104,145,130,106
-8.16,120,154,105,147,131,106
-8.17,119,154,105,148,134,106
-8.18,119,155,105,145,135,106
-8.19,118,154,106,145,125,106
-8.2,119,152,106,144,124,106
-8.21,119,151,106,144,123,107
-8.22,130,149,107,145,110,107
-8.23,129,148,107,145,117,107
-8.24,127,147,107,148,119,107
-8.25,125,146,107,147,121,107
-8.26,124,145,106,146,122,107
-8.27,119,145,106,145,128,107
-8.28,128,144,106,144,127,107
-8.29,127,143,106,143,119,107
-8.3,126,142,105,142,117,107
-8.31,126,141,105,142,116,106
-8.32,126,141,105,141,128,106
-8.33,126,141,105,140,133,106
-8.34,119,141,105,140,135,106
-8.35,117,141,105,139,136,106
-8.36,117,141,105,139,133,106
-8.37,117,142,105,139,130,106
-8.38,116,143,105,139,129,106
-8.39,116,143,105,139,129,106
-8.4,116,144,105,139,130,106
-8.41,110,145,105,140,126,106
-8.42,109,146,105,142,123,106
-8.43,110,147,105,144,123,105
-8.44,115,148,105,145,124,105
-8.45,115,149,106,146,126,105
-8.46,115,150,106,146,127,105
-8.47,115,151,106,146,128,105
-8.48,115,151,105,146,129,105
-8.49,116,151,105,146,129,105
-8.5,116,151,105,146,128,105
-8.51,117,151,105,146,126,105
-8.52,125,150,105,146,124,104
-8.53,119,149,105,146,118,104
-8.54,120,148,105,146,117,104
-8.55,120,147,105,145,116,104
-8.56,129,147,105,145,115,104
-8.57,129,146,105,144,115,104
-8.58,128,146,105,144,115,104
-8.59,128,146,105,143,115,104
-8.6,126,145,105,143,115,104
-8.61,125,146,105,142,117,104
-8.62,125,146,105,142,119,104
-8.63,124,147,105,141,124,104
-8.64,122,148,106,141,124,104
-8.65,122,148,106,141,126,104
-8.66,121,147,106,141,127,104
-8.67,145,147,106,141,132,105
-8.68,125,146,106,142,132,104
-8.69,124,147,106,144,130,104
-8.7,124,146,106,145,130,105
-8.71,123,146,105,143,130,105
-8.72,122,146,105,144,133,105
-8.73,121,147,105,144,134,105
-8.74,121,148,105,148,135,106
-8.75,117,149,105,149,136,106
-8.76,116,150,105,149,135,107
-8.77,116,150,105,149,135,107
-8.78,116,151,104,149,135,107
-8.79,121,156,104,149,135,107
-8.8,121,157,104,150,135,107
-8.81,122,157,104,150,129,106
-8.82,122,156,103,150,128,106
-8.83,122,155,103,150,127,106
-8.84,121,154,103,150,126,105
-8.85,120,145,103,150,125,105
-8.86,119,145,103,150,125,104
-8.87,118,144,103,151,120,104
-8.88,117,143,103,151,119,104
-8.89,116,143,103,150,118,104
-8.9,116,142,104,150,118,105
-8.91,122,142,104,150,117,105
-8.92,123,142,104,149,117,105
-8.93,122,142,104,149,117,105
-8.94,122,143,104,148,118,105
-8.95,122,145,104,147,118,105
-8.96,121,145,104,147,123,105
-8.97,120,145,105,147,124,105
-8.98,119,145,105,147,125,105
-8.99,118,146,105,147,121,105
-9,117,147,105,147,126,105
-9.01,116,147,105,147,126,105
-9.02,116,149,105,148,126,105
-9.03,116,156,105,148,126,106
-9.04,116,150,105,149,127,106
-9.05,115,149,105,149,127,106
-9.06,115,149,105,150,126,106
-9.07,116,148,105,151,126,107
-9.08,117,147,105,152,125,107
-9.09,116,146,105,152,125,108
-9.1,116,145,105,153,124,109
-9.11,120,144,105,153,120,110
-9.12,122,144,105,154,120,110
-9.13,124,143,105,155,119,110
-9.14,122,143,105,155,119,110
-9.15,121,143,105,156,118,111
-9.16,122,142,105,165,117,107
-9.17,121,142,105,163,116,107
-9.18,120,142,105,162,116,106
-9.19,119,142,105,161,115,106
-9.2,118,142,105,159,114,106
-9.21,118,141,106,158,114,106
-9.22,113,142,106,150,113,106
-9.23,111,141,106,150,113,107
-9.24,110,142,106,149,112,108
-9.25,109,142,106,148,112,112
-9.26,108,142,106,148,112,112
-9.27,108,142,107,147,112,112
-9.28,107,143,107,147,112,111
-9.29,106,143,107,146,113,111
-9.3,105,144,107,146,113,110
-9.31,105,145,107,146,114,110
-9.32,105,146,107,146,115,109
-9.33,104,147,107,146,115,108
-9.34,104,147,107,145,115,108
-9.35,104,147,107,145,115,108
-9.36,104,147,107,145,115,107
-9.37,104,148,107,144,115,107
-9.38,104,147,107,143,114,106
-9.39,105,146,107,143,113,106
-9.4,105,145,106,142,112,105
-9.41,106,145,106,142,113,105
-9.42,106,145,106,141,112,104
-9.43,107,145,106,141,111,103
-9.44,110,145,106,141,111,103
-9.45,110,144,105,141,111,103
-9.46,111,144,105,141,111,103
-9.47,111,145,104,141,112,102
-9.48,111,145,104,141,113,102
-9.49,111,145,104,141,113,102
-9.5,111,144,104,140,114,102
-9.51,111,144,103,141,115,101
-9.52,111,144,103,141,115,101
-9.53,111,144,104,140,116,101
-9.54,111,145,104,140,116,101
-9.55,111,145,103,141,116,101
-9.56,111,145,103,141,116,101
-9.57,107,146,103,141,116,101
-9.58,107,146,104,140,117,101
-9.59,106,146,104,140,117,101
-9.6,106,147,104,140,121,101
-9.61,106,147,104,140,121,101
-9.62,106,147,104,140,121,101
-9.63,106,148,105,140,121,101
-9.64,106,149,105,140,120,100
-9.65,106,148,105,139,120,101
-9.66,106,148,105,139,120,101
-9.67,106,147,105,139,115,101
-9.68,106,146,105,138,114,101
-9.69,105,145,105,138,113,101
-9.7,105,144,105,137,113,102
-9.71,105,143,105,137,113,102
-9.72,104,143,105,137,112,103
-9.73,108,142,104,136,112,103
-9.74,109,143,104,136,112,103
-9.75,109,143,104,135,112,104
-9.76,108,143,104,136,112,104
-9.77,108,143,104,136,112,104
-9.78,108,143,103,138,113,104
-9.79,108,143,103,139,113,104
-9.8,108,143,103,140,113,104
-9.81,107,143,103,141,113,104
-9.82,107,144,103,141,114,104
-9.83,107,144,103,142,113,104
-9.84,107,144,103,142,114,104
-9.85,106,144,103,142,114,104
-9.86,106,145,103,142,114,103
-9.87,106,146,103,142,114,104
-9.88,106,147,103,141,114,104
-9.89,106,149,103,141,114,104
-9.9,106,150,102,140,114,105
-9.91,107,151,102,139,114,105
-9.92,107,152,102,139,115,105
-9.93,107,152,102,138,115,105
-9.94,107,153,102,138,115,105
-9.95,107,153,102,138,115,105
-9.96,107,153,102,138,115,105
-9.97,107,153,102,138,115,105
-9.98,107,153,102,139,115,105
-9.99,107,152,102,139,115,105
-10,106,152,102,139,115,105
-10.01,106,151,102,139,115,106
-10.02,106,151,102,139,115,106
-10.03,105,151,103,139,115,106
-10.04,105,151,103,139,116,106
-10.05,104,150,103,139,116,106
-10.06,103,150,103,139,117,106
-10.07,103,161,103,139,117,107
-10.08,102,160,103,139,117,107
-10.09,102,159,103,139,117,107
-10.1,101,159,103,139,118,108
-10.11,101,160,103,139,118,108
-10.12,101,160,103,139,118,108
-10.13,100,159,103,139,118,109
-10.14,100,160,103,139,119,109
-10.15,100,162,102,139,118,109
-10.16,100,162,103,139,118,109
-10.17,100,163,103,139,118,109
-10.18,100,163,103,139,119,110
-10.19,100,162,103,139,119,110
-10.2,100,161,103,139,119,110
-10.21,100,160,103,139,119,110
-10.22,100,160,103,140,119,110
-10.23,100,159,103,140,119,110
-10.24,100,150,103,140,119,110
-10.25,100,147,103,140,119,110
-10.26,101,144,103,140,120,111
-10.27,101,143,103,140,120,111
-10.28,101,142,103,140,120,111
-10.29,101,141,103,140,121,111
-10.3,102,140,103,140,121,111
-10.31,102,139,103,140,121,111
-10.32,103,138,103,140,121,111
-10.33,103,138,103,141,121,111
-10.34,103,137,103,141,121,111
-10.35,103,137,103,141,121,110
-10.36,103,137,103,142,121,110
-10.37,103,138,103,142,121,110
-10.38,102,138,103,142,122,110
-10.39,102,139,103,142,122,110
-10.4,103,140,103,143,123,110
-10.41,102,141,103,143,123,110
-10.42,102,143,103,143,124,110
-10.43,102,143,103,143,124,110
-10.44,102,144,103,142,125,110
-10.45,101,144,103,142,125,110
-10.46,100,144,103,142,125,110
-10.47,100,144,103,141,125,110
-10.48,100,144,103,141,125,110
-10.49,100,145,103,141,125,110
-10.5,100,144,103,141,125,111
-10.51,100,144,103,141,125,111
-10.52,100,144,103,140,125,111
-10.53,100,144,103,140,125,111
-10.54,101,144,103,140,125,111
-10.55,102,144,103,140,125,111
-10.56,102,144,103,140,125,111
-10.57,102,143,103,140,125,111
-10.58,102,142,104,140,125,111
-10.59,103,142,104,141,121,111
-10.6,104,141,104,141,121,111
-10.61,104,141,104,142,121,111
-10.62,105,141,104,142,121,111
-10.63,105,141,105,142,120,110
-10.64,105,142,105,142,125,110
-10.65,106,143,105,142,124,109
-10.66,106,144,105,143,123,109
-10.67,106,144,105,143,122,108
-10.68,106,145,105,143,121,107
-10.69,105,145,105,143,120,107
-10.7,105,146,106,143,120,106
-10.71,105,147,106,143,119,106
-10.72,104,147,106,143,118,106
-10.73,104,147,107,143,118,106
-10.74,103,147,107,143,118,106
-10.75,103,147,107,143,118,106
-10.76,102,147,107,142,118,106
-10.77,102,147,107,141,117,106
-10.78,102,147,107,141,117,106
-10.79,101,146,107,141,117,106
-10.8,101,146,107,141,116,107
-10.81,101,146,106,141,116,107
-10.82,101,146,106,141,116,107
-10.83,101,146,105,141,116,107
-10.84,101,146,105,141,116,107
-10.85,101,146,105,140,117,107
-10.86,101,145,104,141,118,107
-10.87,101,145,104,141,119,108
-10.88,101,145,104,142,120,108
-10.89,102,145,104,142,121,108
-10.9,102,144,104,142,122,108
-10.91,102,144,104,142,122,109
-10.92,102,144,103,142,123,109
-10.93,102,144,103,141,123,109
-10.94,102,143,104,140,124,110
-10.95,102,144,104,140,124,110
-10.96,102,144,104,139,124,110
-10.97,102,144,105,138,124,110
-10.98,102,145,105,138,125,111
-10.99,102,145,105,138,125,111
-11,102,146,106,138,125,111
-11.01,102,146,106,138,125,112
-11.02,102,146,107,137,126,112
-11.03,102,146,107,137,126,112
-11.04,102,146,108,137,126,113
-11.05,102,146,108,137,126,113
-11.06,101,146,109,137,127,113
-11.07,101,146,109,137,123,113
-11.08,101,145,109,137,123,114
-11.09,101,145,110,137,123,114
-11.1,101,145,110,137,123,114
-11.11,100,144,110,138,123,114
-11.12,101,144,111,138,123,115
-11.13,101,144,111,139,123,115
-11.14,101,144,111,139,123,116
-11.15,101,144,112,140,122,116
-11.16,100,143,112,140,122,117
-11.17,100,143,112,141,122,117
-11.18,100,143,112,141,122,118
-11.19,100,143,112,142,122,119
-11.2,100,143,113,142,122,119
-11.21,100,143,113,143,122,120
-11.22,100,143,114,143,122,120
-11.23,100,143,114,143,123,117
-11.24,101,143,117,144,124,117
-11.25,101,143,118,144,124,117
-11.26,101,142,118,144,125,116
-11.27,101,142,118,144,128,116
-11.28,101,142,118,143,128,117
-11.29,101,142,119,143,128,117
-11.3,101,143,119,143,128,117
-11.31,101,143,122,142,127,117
-11.32,101,143,126,142,127,117
-11.33,101,144,126,142,127,117
-11.34,101,144,123,142,127,117
-11.35,101,144,123,143,127,117
-11.36,101,144,123,143,127,117
-11.37,101,144,123,143,127,117
-11.38,100,144,123,144,127,117
-11.39,100,144,123,144,127,117
-11.4,100,144,123,144,127,116
-11.41,100,143,120,144,127,116
-11.42,100,143,120,144,127,116
-11.43,100,143,123,144,126,119
-11.44,100,143,123,144,126,119
-11.45,100,142,123,144,126,118
-11.46,100,142,120,144,126,118
-11.47,100,142,120,143,126,118
-11.48,100,142,119,143,126,117
-11.49,100,141,119,142,126,117
-11.5,100,141,122,142,125,116
-11.51,100,141,122,141,125,115
-11.52,100,141,122,140,125,115
-11.53,100,140,121,140,125,115
-11.54,100,140,121,139,125,115
-11.55,100,140,120,140,125,114
-11.56,100,139,120,141,125,114
-11.57,100,139,120,142,125,114
-11.58,100,139,120,142,125,113
-11.59,100,139,119,142,125,113
-11.6,100,139,119,142,125,114
-11.61,100,139,119,142,125,114
-11.62,100,139,118,142,125,114
-11.63,101,139,118,142,125,114
-11.64,101,139,117,142,125,114
-11.65,101,139,117,142,125,114
-11.66,101,139,117,141,125,114
-11.67,101,139,116,141,121,114
-11.68,102,139,116,140,126,114
-11.69,102,139,116,140,126,114
-11.7,102,139,116,139,126,114
-11.71,102,139,116,138,127,114
-11.72,102,139,116,138,127,113
-11.73,102,139,116,137,128,112
-11.74,101,139,116,137,127,112
-11.75,103,140,116,136,130,111
-11.76,103,140,116,136,129,111
-11.77,104,140,116,136,128,110
-11.78,104,140,117,136,128,110
-11.79,104,140,117,136,127,109
-11.8,104,140,117,138,127,108
-11.81,104,140,118,139,126,108
-11.82,104,139,118,140,125,108
-11.83,104,139,118,141,125,107
-11.84,104,139,121,141,125,107
-11.85,104,139,120,142,125,106
-11.86,104,139,110,142,125,106
-11.87,105,139,110,142,121,105
-11.88,105,139,110,143,124,105
-11.89,104,139,110,143,123,104
-11.9,104,139,110,144,122,104
-11.91,104,139,110,145,121,103
-11.92,104,139,109,145,120,103
-11.93,104,140,109,145,120,102
-11.94,104,140,108,145,120,102
-11.95,104,141,108,144,120,102
-11.96,103,142,107,144,120,101
-11.97,102,142,106,143,120,101
-11.98,102,143,106,143,120,101
-11.99,101,143,105,142,121,101
-12,101,144,105,142,121,101
-12.01,101,144,104,142,121,101
-12.02,100,145,104,142,121,101
-12.03,100,145,104,141,121,101
-12.04,100,145,104,141,122,101
-12.05,100,145,104,142,122,101
-12.06,100,146,103,142,123,101
-12.07,100,146,103,143,123,101
-12.08,100,146,103,144,123,102
-12.09,100,146,102,144,124,102
-12.1,100,146,102,144,124,102
-12.11,100,146,101,144,124,102
-12.12,100,146,101,144,124,102
-12.13,100,146,101,144,124,102
-12.14,100,145,100,143,124,102
-12.15,100,145,100,143,123,102
-12.16,100,145,100,142,123,102
-12.17,100,145,100,141,121,102
-12.18,100,145,100,140,121,102
-12.19,100,145,100,140,120,102
-12.2,100,145,100,139,120,102
-12.21,100,145,100,138,120,102
-12.22,100,145,100,137,120,102
-12.23,100,146,100,136,119,102
-12.24,100,146,100,135,119,101
-12.25,100,146,100,134,120,101
-12.26,100,146,100,133,120,101
-12.27,100,147,100,133,121,101
-12.28,100,147,100,133,121,101
-12.29,100,147,100,132,122,101
-12.3,100,148,100,133,123,101
-12.31,100,148,100,134,124,101
-12.32,100,148,100,135,125,100
-12.33,100,148,100,136,126,100
-12.34,100,149,100,137,126,100
-12.35,100,149,100,138,127,100
-12.36,100,149,100,139,123,100
-12.37,100,149,100,139,122,100
-12.38,100,149,100,140,122,100
-12.39,100,149,100,141,122,100
-12.4,100,149,100,141,122,100
-12.41,100,149,100,141,122,100
-12.42,100,150,100,142,122,100
-12.43,100,149,102,142,121,100
-12.44,100,149,103,142,121,100
-12.45,100,149,103,141,121,100
-12.46,100,149,103,141,121,100
-12.47,100,149,103,140,121,100
-12.48,100,148,103,139,121,100
-12.49,100,148,102,139,121,100
-12.5,100,148,102,138,121,100
-12.51,100,148,102,137,121,100
-12.52,100,148,102,137,121,100
-12.53,100,148,102,136,125,100
-12.54,100,148,102,136,125,101
-12.55,100,148,102,135,125,101
-12.56,100,148,102,135,124,101
-12.57,100,148,102,135,124,101
-12.58,100,148,102,136,123,101
-12.59,100,148,102,137,123,101
-12.6,100,148,102,138,123,101
-12.61,100,148,102,138,123,101
-12.62,100,148,102,139,123,101
-12.63,100,148,102,140,124,101
-12.64,100,147,102,140,124,101
-12.65,100,147,102,140,124,102
-12.66,100,147,102,141,124,102
-12.67,100,147,102,141,124,103
-12.68,100,147,102,140,124,103
-12.69,100,147,102,140,124,104
-12.7,100,147,103,140,124,104
-12.71,100,147,103,139,124,104
-12.72,100,147,103,139,124,104
-12.73,100,147,103,138,124,104
-12.74,100,146,103,138,124,105
-12.75,100,146,103,137,125,105
-12.76,100,146,103,137,125,105
-12.77,100,146,102,136,125,105
-12.78,100,145,101,136,125,105
-12.79,100,145,101,136,125,106
-12.8,100,145,100,136,125,106
-12.81,100,145,100,136,126,106
-12.82,100,145,100,137,126,106
-12.83,100,145,100,138,126,106
-12.84,100,144,100,140,126,106
-12.85,100,144,100,140,126,107
-12.86,100,144,101,141,123,107
-12.87,100,144,101,141,123,107
-12.88,100,144,102,141,123,107
-12.89,100,144,103,141,123,107
-12.9,100,144,103,141,127,107
-12.91,100,144,104,140,128,107
-12.92,100,144,104,139,128,107
-12.93,100,144,104,138,128,108
-12.94,100,145,104,137,128,108
-12.95,100,145,104,136,129,108
-12.96,100,145,103,136,129,108
-12.97,100,145,103,135,129,108
-12.98,100,146,103,134,130,108
-12.99,101,146,103,133,130,109
-13,101,146,103,133,130,109
-13.01,101,146,102,132,130,109
-13.02,101,146,102,132,130,109
-13.03,101,146,102,132,130,109
-13.04,101,146,102,133,131,109
-13.05,101,146,102,133,131,109
-13.06,101,146,102,134,131,109
-13.07,101,146,102,134,131,109
-13.08,101,147,102,135,130,109
-13.09,101,146,103,136,130,109
-13.1,101,146,103,137,130,109
-13.11,102,145,103,137,130,109
-13.12,100,145,104,138,131,110
-13.13,100,145,104,138,131,110
-13.14,100,144,104,139,131,110
-13.15,100,144,104,139,131,110
-13.16,100,144,104,140,131,109
-13.17,100,143,105,140,131,109
-13.18,100,143,105,140,131,109
-13.19,100,143,104,140,131,109
-13.2,100,143,104,141,131,109
-13.21,100,143,104,141,133,109
-13.22,100,143,104,141,135,109
-13.23,100,144,104,141,135,109
-13.24,100,145,105,141,134,109
-13.25,100,145,106,141,134,109
-13.26,110,145,106,141,135,109
-13.27,105,145,107,141,135,109
-13.28,104,145,107,142,135,109
-13.29,103,145,108,143,133,109
-13.3,102,145,109,143,132,109
-13.31,102,145,109,143,131,108
-13.32,101,145,110,144,130,109
-13.33,101,145,110,145,130,109
-13.34,101,145,110,145,129,109
-13.35,102,146,108,146,129,109
-13.36,102,146,105,146,129,110
-13.37,103,146,105,146,129,111
-13.38,103,146,104,146,129,110
-13.39,103,146,104,147,128,111
-13.4,107,146,105,147,128,112
-13.41,107,146,105,146,129,113
-13.42,106,145,105,146,129,113
-13.43,106,145,106,145,129,113
-13.44,107,145,106,145,128,114
-13.45,109,145,106,145,128,113
-13.46,105,145,107,145,128,112
-13.47,105,144,107,145,129,112
-13.48,105,144,107,144,129,112
-13.49,105,144,107,144,129,112
-13.5,105,144,107,144,129,112
-13.51,105,145,107,144,129,112
-13.52,105,145,106,143,129,112
-13.53,105,145,104,143,129,112
-13.54,106,145,104,143,129,111
-13.55,106,145,104,142,129,111
-13.56,106,146,104,142,130,111
-13.57,106,146,104,142,130,110
-13.58,105,146,104,142,131,110
-13.59,105,146,104,142,132,110
-13.6,105,146,105,141,132,109
-13.61,105,147,105,142,132,109
-13.62,105,147,105,142,132,109
-13.63,104,147,105,142,132,108
-13.64,104,147,105,142,132,108
-13.65,103,147,105,142,131,108
-13.66,103,147,104,142,131,108
-13.67,103,147,104,142,131,108
-13.68,103,147,103,142,131,108
-13.69,103,146,102,142,131,108
-13.7,103,146,102,142,131,108
-13.71,103,146,101,142,132,108
-13.72,103,145,100,142,132,109
-13.73,103,145,100,142,133,109
-13.74,103,144,100,142,133,109
-13.75,103,143,100,142,133,109
-13.76,102,143,100,142,134,109
-13.77,102,143,100,142,135,110
-13.78,102,142,100,142,135,110
-13.79,102,142,100,142,135,110
-13.8,102,142,100,142,134,110
-13.81,102,141,101,142,133,109
-13.82,102,141,102,143,133,110
-13.83,102,141,102,144,133,110
-13.84,101,140,103,145,132,109
-13.85,101,140,104,146,132,109
-13.86,101,140,105,146,132,109
-13.87,101,140,106,147,132,109
-13.88,102,140,106,147,131,108
-13.89,102,141,106,148,130,108
-13.9,103,141,106,148,128,107
-13.91,104,141,105,148,128,106
-13.92,105,142,106,147,128,105
-13.93,105,141,106,146,128,105
-13.94,105,141,106,146,128,106
-13.95,105,141,106,146,129,107
-13.96,104,141,106,146,129,107
-13.97,105,142,106,146,129,106
-13.98,105,143,107,148,129,105
-13.99,106,143,107,148,129,105
-14,106,144,107,147,129,105
-14.01,106,145,107,146,129,106
-14.02,105,146,107,145,130,106
-14.03,105,146,108,144,130,106
-14.04,105,147,108,143,130,107
-14.05,105,147,108,142,131,107
-14.06,104,148,107,142,131,107
-14.07,104,148,107,143,131,107
-14.08,104,148,107,144,132,107
-14.09,104,148,107,146,132,107
-14.1,104,148,108,146,132,107
-14.11,104,148,108,145,131,107
-14.12,104,148,108,144,130,107
-14.13,104,148,109,144,130,107
-14.14,103,148,109,143,130,107
-14.15,103,148,109,143,129,107
-14.16,103,148,110,142,129,107
-14.17,103,147,110,141,130,107
-14.18,103,147,111,140,130,107
-14.19,103,147,112,139,130,106
-14.2,103,147,113,139,130,106
-14.21,102,146,113,138,130,106
-14.22,102,146,114,139,131,106
-14.23,102,146,114,143,132,106
-14.24,101,145,115,145,132,106
-14.25,101,145,115,146,133,107
-14.26,101,145,115,147,134,107
-14.27,101,145,116,147,135,106
-14.28,100,145,116,148,136,106
-14.29,100,145,117,148,136,106
-14.3,101,145,118,149,136,106
-14.31,100,145,118,150,137,107
-14.32,101,145,118,151,153,107
-14.33,100,145,119,152,148,107
-14.34,100,146,119,151,137,107
-14.35,100,146,119,151,135,107
-14.36,100,146,118,150,134,107
-14.37,100,146,118,150,133,108
-14.38,100,146,118,149,133,108
-14.39,100,146,118,149,133,108
-14.4,100,147,117,148,133,109
-14.41,100,148,117,147,133,109
-14.42,100,148,116,147,133,109
-14.43,100,148,116,146,133,110
-14.44,101,148,117,145,134,110
-14.45,101,147,117,140,134,111
-14.46,101,147,117,140,135,112
-14.47,101,147,117,142,135,114
-14.48,101,146,117,142,136,115
-14.49,100,144,117,143,136,115
-14.5,100,144,118,144,136,115
-14.51,100,144,118,144,135,115
-14.52,100,144,118,145,135,115
-14.53,100,144,118,145,134,114
-14.54,100,144,118,145,134,113
-14.55,100,144,118,145,134,113
-14.56,100,144,118,145,133,113
-14.57,100,145,119,145,132,113
-14.58,100,145,118,145,132,113
-14.59,100,145,118,144,131,113
-14.6,100,145,118,144,127,113
-14.61,100,145,117,143,126,113
-14.62,100,145,116,143,126,113
-14.63,100,145,115,142,126,112
-14.64,100,145,115,141,126,112
-14.65,100,145,114,141,126,112
-14.66,100,145,114,140,126,112
-14.67,100,145,113,140,126,111
-14.68,100,145,113,139,126,111
-14.69,100,144,112,139,127,111
-14.7,100,144,112,139,131,111
-14.71,100,144,112,140,131,111
-14.72,100,143,111,141,131,111
-14.73,100,143,111,143,131,111
-14.74,100,143,111,144,131,111
-14.75,100,143,111,145,131,111
-14.76,100,142,111,146,131,112
-14.77,100,142,111,146,131,112
-14.78,100,142,112,146,131,113
-14.79,100,141,112,146,131,113
-14.8,100,141,113,146,131,113
-14.81,100,141,113,146,131,114
-14.82,100,141,113,146,131,114
-14.83,100,141,114,146,131,114
-14.84,100,140,114,145,131,114
-14.85,100,140,114,145,130,115
-14.86,100,140,115,145,130,115
-14.87,100,141,115,144,130,115
-14.88,100,141,115,143,130,115
-14.89,100,141,115,142,130,115
-14.9,100,141,115,141,130,115
-14.91,100,141,116,140,130,115
-14.92,100,142,116,140,130,115
-14.93,100,142,113,139,130,115
-14.94,100,143,116,138,130,115
-14.95,100,144,116,137,130,115
-14.96,100,145,116,136,130,115
-14.97,100,145,116,136,130,115
-14.98,100,145,116,136,130,115
-14.99,100,146,116,136,130,115
-15,100,146,116,137,130,115
-15.01,100,146,116,139,130,115
-15.02,100,146,116,140,129,115
-15.03,100,146,116,141,130,115
-15.04,100,146,115,141,129,115
-15.05,100,145,115,142,129,115
-15.06,100,145,115,143,130,115
-15.07,100,145,115,143,130,115
-15.08,100,145,115,143,130,115
-15.09,100,145,115,144,130,116
-15.1,100,145,115,144,130,116
-15.11,100,145,115,144,130,116
-15.12,101,144,115,144,130,116
-15.13,100,144,115,143,130,116
-15.14,100,144,115,143,130,116
-15.15,100,144,114,142,129,116
-15.16,100,144,114,141,129,116
-15.17,100,144,113,141,129,115
-15.18,100,144,112,140,129,115
-15.19,100,144,111,140,128,115
-15.2,100,144,111,140,128,115
-15.21,100,144,111,139,128,115
-15.22,100,144,110,139,128,114
-15.23,100,144,110,139,128,114
-15.24,100,144,110,139,128,114
-15.25,100,145,110,139,128,114
-15.26,100,145,110,139,128,114
-15.27,100,146,111,139,128,114
-15.28,100,147,111,140,128,114
-15.29,100,147,111,140,128,114
-15.3,100,148,111,141,129,114
-15.31,100,149,111,141,129,114
-15.32,100,149,111,142,129,114
-15.33,100,149,111,142,130,114
-15.34,100,149,111,142,130,114
-15.35,100,150,110,142,130,114
-15.36,100,147,110,142,131,114
-15.37,100,150,110,142,131,115
-15.38,100,150,109,142,131,115
-15.39,100,149,109,143,131,116
-15.4,100,149,109,142,131,116
-15.41,100,149,109,142,131,116
-15.42,100,148,109,142,131,117
-15.43,100,147,109,142,131,117
-15.44,100,147,109,141,131,117
-15.45,100,147,109,141,131,117
-15.46,100,147,109,141,131,117
-15.47,100,147,108,140,131,116
-15.48,100,147,108,140,131,116
-15.49,100,147,108,140,131,115
-15.5,100,147,108,139,131,114
-15.51,100,147,108,139,131,113
-15.52,100,147,108,139,131,113
-15.53,100,147,108,138,130,112
-15.54,100,147,107,138,130,112
-15.55,100,147,107,138,130,111
-15.56,100,147,108,138,130,111
-15.57,100,147,108,138,130,110
-15.58,100,147,108,138,130,110
-15.59,100,147,108,139,130,109
-15.6,100,147,108,139,130,109
-15.61,100,147,108,140,130,109
-15.62,101,147,108,140,130,109
-15.63,101,147,108,141,130,109
-15.64,101,147,108,141,130,109
-15.65,101,147,108,141,130,109
-15.66,101,147,108,141,130,110
-15.67,100,148,108,141,130,110
-15.68,100,147,108,141,130,110
-15.69,100,147,108,141,131,110
-15.7,100,147,107,142,131,111
-15.71,100,147,107,142,131,111
-15.72,100,147,107,142,131,111
-15.73,100,147,107,142,131,111
-15.74,100,147,107,141,131,111
-15.75,100,147,107,141,130,111
-15.76,100,146,107,141,130,111
-15.77,100,146,107,141,130,111
-15.78,100,146,107,140,130,112
-15.79,100,146,107,140,130,112
-15.8,100,146,107,139,130,111
-15.81,100,146,107,139,127,111
-15.82,100,146,107,139,126,111
-15.83,100,146,107,139,127,111
-15.84,100,147,107,138,126,110
-15.85,100,147,107,138,126,110
-15.86,100,147,107,139,126,110
-15.87,100,147,107,140,126,110
-15.88,100,147,107,141,125,110
-15.89,100,147,107,141,125,109
-15.9,100,147,107,142,126,109
-15.91,100,147,106,143,125,109
-15.92,100,147,106,144,125,109
-15.93,100,147,106,145,125,110
-15.94,100,147,106,145,125,110
-15.95,100,147,105,146,125,110
-15.96,100,148,105,146,125,110
-15.97,100,148,105,146,125,111
-15.98,100,148,105,146,125,111
-15.99,100,148,104,146,125,112
-16,100,148,104,146,126,112
-16.01,100,148,104,146,126,112
-16.02,100,148,103,145,127,112
-16.03,100,148,103,145,127,112
-16.04,100,147,103,145,127,112
-16.05,100,147,103,144,127,112
-16.06,100,147,102,144,131,112
-16.07,100,147,102,144,130,112
-16.08,100,147,102,144,127,111
-16.09,100,147,102,144,127,111
-16.1,100,147,102,143,126,111
-16.11,100,147,103,143,126,110
-16.12,100,146,103,144,126,110
-16.13,100,146,103,144,126,110
-16.14,100,146,104,144,125,110
-16.15,100,145,104,145,125,110
-16.16,100,145,105,145,129,110
-16.17,100,145,105,145,128,110
-16.18,100,145,105,146,128,110
-16.19,100,144,105,146,128,111
-16.2,100,144,105,146,128,111
-16.21,100,143,106,147,128,111
-16.22,100,143,106,147,127,111
-16.23,100,142,106,147,127,111
-16.24,100,142,106,147,126,111
-16.25,100,141,106,147,126,111
-16.26,100,141,106,147,126,111
-16.27,100,140,106,146,125,111
-16.28,100,140,106,146,125,111
